text,label
"30 Eylül'de tlf Türk Telekom'dan Vodafone Net'e taşımak istedik. Dijital dükkan paketi kapsamında telefon, internet ve digitürk hizmeti almak için. O tarihten beri hizmeti bırakın rezil ve mağdur olduk. 25 yıllık iş yeri numaramız gitti, havuza düştü. Yetmiyormuş gibi internetimiz de yok. 19 saat açık olan bir unlu mamüller olarak, müşterileriyle, siparişleriyle, toptancılarıyla sürekli bu telefonu kullanan bir iş yeri olarak, pos cihazı ve güvenlik kameraları internete bağlı bir iş yeri olarak, kafe müşterilerine wi-fi hizmeti veren (tabi artık değil) bir işyeri olarak böyle bir mağduriyetin boyutunu artık siz düşünün. İş yerimizin ettiği zararları, prestij, çalışanların mağduriyeti, iş yaptığımız çevrelerle diyaloğumuz, sipariş vermek isteyen müşteriler. Dolayısıyla Vodafone Net'ten şikayetçiyim. Günlerce telefonlarda yarımşar saat bekletilmemize, müdürlüğü aramama, btk'ya şikayet etmeme ve türk telekom müdürlüğüyle görüşmemize rağmen numaramızı alamıyoruz.",Fatura ve Ödeme Şikayetleri
Tivibu'nun kurulumunda yaşadığım sorunlar için müşteri hizmetleri ilgilenmiyor. 9.5 TL kampanyası hakkında bilgi veren yok. Kurulum yapılmadan bekletiliyorum.,Müşteri Hizmetleri Şikayetleri
"Ekim ve Agustos aylarında gelen faturalara itiraz ediyorum, tarafıma daha detaylı ve açıklayıcı bir şekilde gönderilmesini talep ediyorum.",Fatura ve Ödeme Şikayetleri
Türk Telekom bayisi istediğim tarifeyi yüklemeyip başka bir paket yükledi. Hattımı değiştirmeyi düşünüyorum.,Müşteri Hizmetleri Şikayetleri
Superonline; Taahhüt süresince hediye kontör yüklenmedi müşteri hizmetleri ve bayi çözüm sunmadı. Kontör sorununu kim çözecek? Şikayetçiyim.,Müşteri Hizmetleri Şikayetleri
"4. İkametgah degısıklıgı nedenıyle kullandıgım ınternet hattımı tasındıgım şehire nakıl yapmak ıcın 2 ay once yapmıs oldugum basvuruma halen bır cevap alamadım, evın ınternetı olmadıgından madurıyet yasamaktayım.",Teknik Şikayetler
"Vodafone, olmayan borcu bana ödettirmeye çalışıyor ve hiç bir yetkili dönüş yapmıyor, rezalet.",Teknik Şikayetler
Faturamı yükseltiyorlar interneti hemen düşürüyorlar. Bu duruma bir çözüm bulmalısınız!,Fatura ve Ödeme Şikayetleri
Soyadımı değiştirdiğim için Avea numaramı Turkcell'e taşıyamıyorum bir ay oldu çözüm yok. Yurtdışında kullanmak istiyorum Avea Türkiye içinde çekmiyor.,Abonelik ve İşlem Şikayetleri
Taahhüt sözünüz gibi değil uygulamada sorun yaşıyorum. Sözleşmeye uygun şekilde hizmet sağlayın lütfen.,Sözleşme ve Taahhüt Şikayetleri
Vodafone Sirkeci şubesinden aldığım hat açılmadı müşteri hizmetleri çözüm sunmuyor.,Müşteri Hizmetleri Şikayetleri
"Turkcell; bip uygulamasını kullanan müşterilerinden yazışma foto ve video'da hiç bir mb harcaması olmayacağını sitesinde söylüyor. Müşterilerine 1 gb hediye verdiğini ve hediye görüntülü ve sesli aramaları da kapsıyor. Tukcell öyle diyor ama bu uygulama hediyesi olduğu halde hediyeden 10 mb, mobil paketten 300 mb harcıyor hiç bir görüntülü sesli arama olmadığı halde ve işin iç yüzünü turkcell çalışanı özetliyor. Hepsi fotolarda mevcut, 2 foto gönderiliyor gerisi turkcell facebook sayfasında var.",Fatura ve Ödeme Şikayetleri
İnternet kullanımında sürekli sorun yaşıyorum düzgün hizmet alamıyorum. Dürüst olun ve sorunu çözün!,Ürün ve Hizmet Spesifik Şikayetler
4. Türk telekom'dan aldığımız internet hizmeti ocak ayından beri arıza sebebi ile kapalı. Defalarca arıza kaydı bırakmamıza rağmen her defasında arızanın Ağustos ayında giderilebileceği söyleniyor. Üstelik faturalar gelmeye devam ediyor ve olmayan internetin faturasını yatırmadığım için hattım kesilmiş. Hattı iptal etmek istediğimde ise cayma bedeli ödemek zorunda olduğum söyleniyor. Evimde internet kullanmak zorunda olan iki öğrencim var ve çok fazla mağdur oldular. Arıza kaydı almak dışında hiç bir şey yapmıyorlar. Genel müdürlükler de dahi olmak üzere kurumda bir tek muhatap bulamadım. Türkiyenin özelleşmiş diğer bir çok kurumu gibi Türk telekom da rezil bir durumda.,Fatura ve Ödeme Şikayetleri
Turkcell Superonline; Günde 3-4 kez internet kesintisi yaşıyorum farklı çözümler sunan müşteri hizmetleri var ama sonuç yok. Sürekli masraf ve çözüm yok.,Müşteri Hizmetleri Şikayetleri
"Bulunduğumuz apartmanda turkcell internetiniz çekmiyor. Turkcell'e durumu telefon yoluyla ilettim aylar geçti hiç ilgilenmediniz. Yıllardır turkcell'in hattını kullanıyorum eşimin hattı da dahil ama okadar kazıkçısınız ki dünyanın parasını ödüyorum, hemen hemen her ay mutlaka o meşhur çekmeyen internetimi bitirip beni ek paket almak zorunda bırakıyorsunuz. Biz milliyetçi insanız diye sizden şaşmıyoruz ama artık yeter cihaz taksitleri bittiği anda üzerimdeki hatları kapatıp başka operatöre geçeceğim. Yazıklar olsun size bütün çevremede bunu anlatacağım. Turkcell'in kendi sitesinden nezaman şikayetimi yazsam işleme alınamamıştır diyor. Ama telefonda yetkililerine ilettim.",Fatura ve Ödeme Şikayetleri
Paketleriniz neredeyse her ay zam yapıyor. Sürekli artan fiyatlar nedeniyle müşteri memnuniyeti sıfır!,Fatura ve Ödeme Şikayetleri
Red aboneliği sonrası 45 TL fatura yerine 90 TL geldi. Şikayetlerime rağmen çözüm yok hattım kapatıldı.,Müşteri Hizmetleri Şikayetleri
"Turk telekom'dan bazi sebeblerden dolayi kizip vaktinden once cikip superonline'a gectim. Superonline'nin vaktinden once ciktiginiz firmanin ceza uyguladigi parayi biz odeyelim kampanyasi. Fakat önce odediginiz faturanin dekontunu yollayin, sonra yok onlarin gönderdiği faturayi gonderin dediler. Onu gönderdim simdi de yok bu faturayla islem yapamayiz diyorlar. Her zamanki gibi hersey ikna edinceye kadar. Onu gectim, bir apartmandan diger apartmana gectim daha 1 yil dolmadan 100 tl nakil ucreti aldilar. Turk telekom'da boyle birsey yoktu. Ben anlamıyorum zaten. İnsanin sinirlerini bozuyorlar, bu sinirle bu hafta Superonline'dan cikacağım.",Teknik Şikayetler
İki buçuk ay önce cihazımı tamiri için dikmen caddesi no 20 Çankaya Ankara adresindeki vodafone bayine teslim ettim fakat telefonum kayıp oldu. Gecen zaman zarfında mağduriyetim giderilmedi. Ben vodafone'un ciddi bir müessese olduğunu düşünerek cihazımı vodafone bayisine verdim ama mağdur oldum. Mağduriyetimin giderilmesini istiyorum.,Teknik Şikayetler
Paket yaptığım halde lira hesabımdan kullanıldı. Paket sınırına uymama rağmen ek ücretlendirme yapıldı. Neden?,Paket ve Kampanya Şikayetleri
TTnet modemim arızalandı ve yeni aldım ama Tivibu kurulumu hala yapılmadı. 10 gündür TV izleyemiyorum arıza ekibi yok.,Teknik Şikayetler
İndirimli taahhüt yenileme teklifi ile dijital depo ürünü sundular ama bu işlem kesinlikle beklentilerimi karşılamadı. Gerçek indirim ve hizmet bekliyordum.,Sözleşme ve Taahhüt Şikayetleri
Daha bir yıl olmadan cep aniden kapandı bayiye götürdüm ayın 19-12-2016'da bana hemen servise vermem lazım dedi geçen gittim sordum daha 18-12-2016 vermiş servise ben bunu 2000 tl'ye aldım zor durumdayım kızım uzakta okulda onunla konuşamıyorum merek içindeyim yeniyi de alacak param yok lütfen yardım edin.,Teknik Şikayetler
"2. Tam 4 gündür telefonuma hasar kaydı yaptırmak istiyorum ama maalesef bir türlü bunu yapamadım. Turkcell sigorta şirketini, sigorta şirketi urkcell'i arayın sonra mail atın diyorlar, mail atıyorum yine onaylanmıyor, Sigorta şirketinde Müşteri hizmetlerindeki bayan sinirli konuşuyor sanki suç bendeymiş gibi. Yani telefonu satarken Akıllım Güvende hizmetini öyle bir övüyorlar ama iş o noktaya varınca 1 haftadır uğraştırıyorlar. Sonuçta ben bu hizmete aylık 10 tl ödüyorum ki böyle durumlarda kolaylık olsun diye.",Fatura ve Ödeme Şikayetleri
Ergazi mahallesi gala konutları batıkent Ankara'daki konutum için fiber ev interneti sözleşmesi yapıldı. 1 gün sonra kurulum için aranacaksınız dediler 10 gün oldu arayan soran yok. Eve gelen görevlileri arıyorum telefona cevap vermiyorlar. Sms attım dönüş yapmadılar. Bu ilgisizlikten şikayetim var. Sözleşmemin iptalini istiyorum.,Teknik Şikayetler
Mercangöz Hukuk Bürosu'ndan terbiyesiz tavırlar. Müşteri haklarımıza saygı gösterin!,Müşteri Hizmetleri Şikayetleri
26.09.2017 tarihinden beri 701** nolu internet hattımı taşıtmak için başvuru yapıyorum. Bina sorunu nedeniyle başvurum iptal edilmiş tarafıma ne sms nede telefon yoluyla bilgi verilmemiştir. Bina sorunumun giderilmesi ve tekrar aramalarım sonucunda 04.10.2017 tarihinde nakil başvurumu yapabildim. 15 gün geçmesine rağmen tarafıma olumlu olumsuz herhangi bir dönüş yapılmamıştır. İnterneti kullanmadığım halde adıma fatura çıkarılıyor. Sorunumun bir an önce çözülmesini rica ediyorum.,Teknik Şikayetler
Vodafone adres değişikliği sonrası taahhüdü uzatmadığını söyledi ama taahhüdü yeniledi. Sorunu hala çözmediler yüksek cayma bedeli talep ediyorlar.,Sözleşme ve Taahhüt Şikayetleri
"Bayram önceci 06.09.2016 tarihinde faturalı hatta geçtim, aynı ayın 13'de Hatay Antakya'da sim değişimi yaptım, belirtilen sürede hattin açılmamasına istinaden gerekli yerlerle görüşmeler sonucunda sim'in arızalı olduğu ve yeni sim gönderimi yapılacağı söylendi. Aynı ayın 27'sinde simkart ulaştı, o yeni sim'in de arızalı olduğu, arıza kaydı bilgisine istinaden bir gelişme olmadı. Faturamı, kullanmadan ödeme yapacağımdan haksız kazanç sağlanacağı, zamanımı çalan diger işlerimin aksadığı göz önüne alınarak mağdur olduğumu düşünmekteyim.",Fatura ve Ödeme Şikayetleri
Destek talebimle ilgili hiçbir geri dönüş alamadım müşteri hizmetleri çok yetersiz.,Ürün ve Hizmet Spesifik Şikayetler
"Başvurumdan 12 gün sonra geldiler bu süre icinde randevu verip uymadılar modemi bağladıktan tam 1 hafta sonra eve internet geldi. Evimin dağıtıcıya cok uzak olduğu söylendi çok düsük ayarda cekeceği ve bunun için yapılabilecek bir şey olmadığını söylediler, sürekli kesiliyor defalarca aradım ama bir sonuç yok ama ben kullanamadığım internetin parasını ödemek zorunda bırakılıyorum.",Teknik Şikayetler
İnternet bitince adım adım ek paketi aldım toplam 32 paket aldım 163 TL fatura beklerken 751 TL geldi. Müşteri hizmetleri çözüm bulamıyor. Mağdurum!,Müşteri Hizmetleri Şikayetleri
"Piyade mh 1818 sk Park Mira Evlerinde kiracı olarak oturmaktayım. Binamız yeni bir bina olduğundan dolayı internet için gerekli altyapı çalışması yapılmamıştır, bu nedenle Park Mira apartman yönetimi 15 apartman sakininin imzasıyla 20 Haziran 2016 tarihinde internet alt yapısının yapılması için Türk Telekom müdürlüğüne başvurmuştur, ancak aradan geçen 5 aya rağmen hiçbir gelişme olmamıştır. Türk Telekomla tekrar görüştüğümüzde Kasım ayı içinde kazı yasağı geldiğini öne sürerek artık bir çalışma yapamayacağını belirtmiştir. Çevremizde bulunan apartmanlar oldukça yakın olup her birinde internet bulunmaktadır, bu nedenle büyük bir kazı çalışmasına ihtiyaç yoktur fakat Türk Telekom yetkilileri gelip yeri kontrol etmedikleri için bizleri mağdur etmektedir. Mesleğim gereği e-okul sistemine giriş yapmakta, okul işlerini yürütmekteyim. Türk Telekom'um bu geciktirmesi sonucunda sorun yaşamaktayım.",Teknik Şikayetler
Fatura tutarsızlığı artık yeter. 1.700 TL borç çıktı ara ödeme talep ediliyor. Her ay aynı sorunla karşılaşıyorum.,Fatura ve Ödeme Şikayetleri
"Merhabalar, 2 Aralı aksam saatlerinde internetim kesildi.Ttnet müşteri hizm. aradığımda dünya genelinde siber saldırı olduğu tarafıma bildirildi. İlerleyen gunlerde tekrar sorun çözüldü mü diye defalarca aradığımda internetimin düzgün çalıştığını söylediler. Ama ben yaklaşık 15 gündür hergün ttnet müşteri hizm. arayıp arıza kaydı oluşturuyorum sonuç alamıyorum. Hergün bana internetinizde sıkıntı yok diyorlar ben de sizden rica ediyorum bir servis elemanınızı evime gönderin var mı teyit etsin, servis ücretini de ben ödeyeceğim diyorum ama bu sekilde bir hizmetlerinin olmadığını soylüyorlar. Daha sonra para ile adina elit servis dedikleri bir sistemi oldugunu ogrendim, bugun ctesi sabahı icin randevu aldim. Saatlerce evde bekledim, saat 14.00'da aradigimda servisin iptal oldugunu soylediler. Saat 5'te geri donup sistemsel olarak hata yapmisiz randevunuzu iptal etmisiz dediler. 15 gundur internet olmayasi devam. TTnet cozumu de cozumsuzluk. İptal cezasi da 620 tl.",Teknik Şikayetler
"Hem randevu saatine uymayıp evde bütün gün bekletip hem de üzerine arayıp şu gün randevu verebiliyoruz diye gayet net konuşup ""o gün olmazsaniz internetinizi iptal edelim"" diye tehdit eden tek kurumsun herhalde turktelekom, tebrikler!",Müşteri Hizmetleri Şikayetleri
15 TL'lik bir ücret neden boşuna kesildi? Bu konuda açıklama ve iade bekliyorum.,Fatura ve Ödeme Şikayetleri
Sistem arızası nedeniyle ödeme yapamıyoruz ama internetimizi kesiyorsunuz. Müşteri hizmetleri dalga geçiyor @superonline!,Fatura ve Ödeme Şikayetleri
03.08.2016 tarihinden beri ttnet internetini kullanamıyorum. Hergun arayıp arıza kaydı oluşturmaktan bıktım. Ttnet'e hergün bela okuyorum.,Fatura ve Ödeme Şikayetleri
"Turkcellin faturalarindaki paket disinda aldigi gereksiz ve fahiş ucretler, devlete odenen vergiler, senelik aidat gibi kullaniciya yansitilmaktadir. Hele o faturadaki ekstra yuvarlama bedeli nedir, senelik kullanicilardan alinan aidat nedir, kullanicinin kullandigi paketten vergi aliyorsunuz bir de fatura toplamindan vergi aliyorsunuz, kullanici telsiz bedeli odemek yada devlete vergi vermek zorunda degildir. Bunlari eger satiyorsaniz bunlari karsilamak zorundasiniz, benden kullanici aidati alamaz, kafaniza gore fatura yuvarlama ucreti kesemezsiniz, telefonda konusuyorum ekstra 5 tl faturaniza yansıyacak diyorsunuz, ay sonu bir bakiyorum 8,35 kurus ucret yansiyor. 59 tl paketim var her ay 70 kusur oduyorum.",Fatura ve Ödeme Şikayetleri
Hattımı kapatmak istedim bir türlü kapatmıyorlar. Bu kurumun denetlenmesini rica ediyorum.,Fatura ve Ödeme Şikayetleri
15 yıllık TTNET kullanıcısıyım 3 aydır port yönlendirme yapamıyorum. Yardımcı olun!,Müşteri Hizmetleri Şikayetleri
"Merhabalar, 27 Aralık günü bilgim ve rızam dışına açılan bir hat için savcılığa gerekli şikayette bulunarak Türk telekom'a şikayet dilekçesi gönderdim müşteri hizmetlerini aradığım her seferinde dilekçeniz ulaşmamıştır ve bir kısım ulaşmıştır diye net bilgi vermemektedirler en son olarak bugün Osman beyle yaptığım görüşmede bizim belgenin aslını göndermemiz gerektiğini beyan etmektedirler fakat Belgenin asılları hiçbir zaman verilmez aslı gibidir imzası şeklinde verilir ulaşılması gerekiyorsa en alt kısımda bu uyap tarafında soruşturma numarası yazmaktadır buna bile bakmaktan acizler ben Türk telekom'dan 5000 liralık faturamı tek seferde ödeyip çıkacağım müşteri temsilcileri kurum temsilcileridir müşteri hiç yardımcı olmuyorlar. Güneydoğu'da binlerce insan kandırıldı mağdur edildi fakat bu mağduriyetin acısını biz vatandaşlardan çıkartıyorlar beş yıldır Türk telekom fakat müşteri hizmetleri hiç iyi değil benimle beraber üç tane Türk telekom aboneliğini iptal ediyorum.",Teknik Şikayetler
000** vodafone net hattımın ocak 2017 faturası hem ingbank mevduat hesabımdan hem de Teb kredi kartımdan mükerrer (iki defa) ödenmiştir. Lütfen gerekli incelemelerin yapılarak mükerrer ödenen miktarın bir sonraki faturamdan tahsilinin sağlanmasını arz/rica ederim.,Müşteri Hizmetleri Şikayetleri
Vodafone Net faturam geçen ay 59 TL olması gerekirken 216 TL geldi. Bu durumu acilen inceleyin ve faturamı doğru şekilde düzenleyin. Hattımı da kapatmak istiyorum!,Müşteri Hizmetleri Şikayetleri
2 yıl önce aldığım iPhone 6s için fatura kayboldu. Türk Telekom ve Apple müşteri hizmetleri arasında gidip geldim fatura verilmedi.,Müşteri Hizmetleri Şikayetleri
Net internet hizmetimle ilgili yaşadığım fatura sorunları her geçen gün büyüyor. Kaliteli hizmet ve doğru faturalama bekliyorum.,Fatura ve Ödeme Şikayetleri
Ödediğim faturayı sisteminiz hala ödenmemiş olarak gösteriyor. Bu konuda acil çözüm bekliyorum.,Ürün ve Hizmet Spesifik Şikayetler
Müşteri hizmetlerinden destek almak için bekleme süresi çok uzun. Bu konuda bir çözüm var mı?,Müşteri Hizmetleri Şikayetleri
Telefon faturam nasıl 930 TL oldu? Anlamıyorum bu kadar yüksek bir fatura nasıl mümkün olabilir?,Müşteri Hizmetleri Şikayetleri
"Fatura yirmidokuz tl iken birden bire otuzdokuz tl oldu, bu ücreti kabul etmiyorum. Haberim olmadan fatura ödeme limitini yukseltiyorsunuz. Fatura ücretinin önceki ödeme tutarına çekilmesini rica ediyorum, internet paketi kapsamında kampanya yapıyorsunuz fakat ne hikmetse internet çekmiyor.",Müşteri Hizmetleri Şikayetleri
